time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17.534523,0.0201,0.0329,-0.0439,0.058
17.539450,0.0011,0.0335,-0.0198,0.039
17.544074,0.0200,0.0317,0.0112,0.039
17.554456,0.0196,0.0345,0.0254,0.047
17.555805,0.0287,-0.0102,0.0560,0.064
17.559119,0.0092,-0.0001,0.1030,0.103
17.567141,-0.0147,-0.0092,0.0761,0.078
17.567841,-0.0193,-0.0043,0.1110,0.113
17.573240,-0.0428,0.0052,0.0935,0.103
17.583027,-0.0399,0.0333,0.0998,0.113
17.584339,-0.0062,0.0253,0.0776,0.082
17.588147,0.0011,0.0196,0.0461,0.050
17.593759,-0.0107,0.0092,0.0244,0.028
17.597992,-0.0391,0.0155,-0.0114,0.044
17.602414,-0.0104,-0.0116,-0.0113,0.019
17.607698,-0.0056,-0.0025,-0.0444,0.045
17.612460,0.0086,-0.0006,-0.0464,0.047
17.617623,0.0106,-0.0104,-0.0531,0.055
17.623102,0.0243,-0.0033,-0.0669,0.071
17.627403,0.0472,-0.0151,-0.0639,0.081
17.633784,0.0555,-0.0052,-0.0301,0.063
17.637170,0.0424,-0.0213,-0.0321,0.057
17.642702,-0.0012,-0.0230,-0.0129,0.026
17.658065,-0.0181,-0.0269,0.0039,0.033
17.659440,-0.0346,-0.0309,0.0062,0.047
17.659941,-0.0010,-0.0490,0.0156,0.051
17.663996,-0.0315,-0.0670,-0.0273,0.079
17.675117,-0.0117,-0.0325,-0.0603,0.070
17.676227,-0.0014,-0.0336,-0.1145,0.119
17.678660,0.0398,-0.0179,-0.1327,0.140
17.683869,0.0167,0.0026,-0.1530,0.154
17.685991,0.0197,0.0137,-0.1186,0.121
17.692589,0.0627,0.0104,-0.0678,0.093
17.696855,0.0335,0.0000,-0.0720,0.079
17.701777,0.0159,-0.0222,-0.0311,0.041
17.708665,-0.0026,-0.0323,-0.0378,0.050
17.711766,0.0168,-0.0285,-0.0398,0.052
17.716311,-0.0372,-0.0700,0.0675,0.104
17.721550,-0.0741,-0.0785,0.1478,0.183
17.725569,-0.0065,-0.0615,0.2037,0.213
17.731718,0.0025,-0.0813,0.4515,0.459
17.737321,-0.0322,-0.1046,0.3864,0.402
17.741154,-0.2119,-0.0624,0.3456,0.410
17.754602,-0.1146,-0.0617,0.2743,0.304
17.755629,0.0297,-0.0281,0.2273,0.231
17.756193,0.0664,0.0239,0.1451,0.161
17.771216,0.0180,0.0042,0.0540,0.057
17.772289,-0.0176,0.0302,-0.0103,0.036
17.772832,-0.0103,0.0280,-0.0384,0.049
17.777862,0.0089,0.0526,-0.1304,0.141
17.781322,0.0401,0.0492,-0.1148,0.131
17.784804,0.0738,0.0180,-0.1374,0.157
17.790495,0.0364,-0.0149,-0.1266,0.133
17.795710,0.0330,0.0053,-0.1278,0.132
17.800103,0.0656,-0.0051,-0.1077,0.126
17.805022,0.0223,0.0133,-0.0878,0.092
17.810673,-0.0157,0.0578,-0.0586,0.084
17.815796,-0.0035,0.0640,-0.0201,0.067
17.820234,-0.0294,0.0561,-0.0485,0.080
17.825028,-0.0171,0.0649,-0.0220,0.071
17.830506,-0.0049,0.0808,-0.0550,0.098
17.834334,0.0074,0.0943,-0.0285,0.099
17.839988,0.0078,0.0626,-0.0401,0.075
17.845953,-0.0060,0.0836,-0.0493,0.097
17.849759,-0.0409,0.1211,-0.0395,0.134
17.854145,-0.0209,0.1227,-0.0464,0.133
17.866472,-0.0011,0.1006,-0.0389,0.108
17.867621,0.0113,0.0904,-0.0101,0.092
17.870422,0.0612,0.0708,-0.0077,0.094
17.874624,0.0727,0.0629,0.0019,0.096
17.881651,0.0505,0.0599,0.0043,0.078
17.883885,0.0116,0.0093,-0.0337,0.037
17.888967,0.0323,-0.0195,-0.0714,0.081
17.894466,0.0365,-0.0358,-0.0969,0.110
17.899768,0.0552,-0.0707,-0.0985,0.133
17.904456,0.0649,-0.0504,-0.1143,0.141
17.910616,0.0559,-0.0773,-0.0921,0.133
17.914539,0.0403,-0.0726,-0.0773,0.113
17.919061,0.0206,-0.0725,-0.0317,0.082
17.923030,0.0014,-0.0580,-0.0056,0.058
17.928582,0.0133,-0.0698,0.0346,0.079
17.933907,0.0037,-0.0676,0.0839,0.108
17.938524,-0.0015,-0.0467,0.1115,0.121
17.952970,-0.0074,-0.0476,0.1342,0.143
17.954354,0.0100,-0.0349,0.1330,0.138
17.954898,-0.0043,-0.0062,0.1414,0.142
17.957771,0.0165,-0.0258,0.1569,0.160
17.969293,0.0079,0.0089,0.1225,0.123
17.970277,0.0133,-0.0115,0.1050,0.106
17.977742,0.0140,0.0085,0.0331,0.037
17.979092,0.0079,0.0048,-0.0336,0.035
17.983191,0.0074,0.0253,-0.0712,0.076
17.988931,-0.0023,0.0176,-0.0943,0.096
17.994247,0.0288,-0.0039,-0.0936,0.098
17.999169,0.0220,0.0202,-0.1047,0.109
18.001787,0.0227,0.0184,-0.1300,0.133
18.007382,0.0499,0.0050,-0.1220,0.132
18.013308,0.0152,-0.0081,-0.1045,0.106
18.016256,-0.0379,0.0218,-0.0753,0.087
18.021663,-0.0122,0.0420,-0.0606,0.075
18.032084,-0.0245,0.0455,-0.0294,0.059
18.032469,-0.0391,0.0559,0.0063,0.069
18.035921,-0.0112,0.0376,0.0607,0.072
18.044609,0.0330,0.0547,0.0601,0.088
18.046873,0.0315,0.0430,0.0903,0.105
18.051454,-0.0296,0.0170,0.0943,0.100
18.056289,-0.0335,0.0195,0.0483,0.062
18.060981,-0.0305,-0.0040,0.0526,0.061
18.066041,-0.0205,-0.0178,0.0047,0.028
18.070888,0.0180,-0.0003,-0.0097,0.020
18.074967,0.0159,-0.0135,-0.0144,0.025
18.080278,0.0353,-0.0005,0.0521,0.063
18.085748,-0.0002,-0.0280,0.0920,0.096
18.091517,-0.0020,-0.0460,0.0888,0.100
18.095808,-0.0110,-0.0499,0.1023,0.114
18.100799,-0.0057,-0.0706,0.0919,0.116
18.107898,0.0019,-0.0773,0.0958,0.123
18.109772,-0.0051,-0.0676,0.0737,0.100
18.117325,-0.0074,-0.0251,0.0517,0.058
18.120980,-0.0073,-0.0069,0.0204,0.023
18.125892,0.0091,0.0180,-0.0462,0.050
18.131044,0.0087,0.0167,-0.0790,0.081
18.134494,0.0060,0.0225,-0.1424,0.144
18.141110,-0.0038,0.0309,-0.1910,0.194
18.148003,-0.0086,0.0443,-0.2250,0.229
18.150189,-0.0202,0.0366,-0.2777,0.281
18.155675,-0.0077,0.0437,-0.2707,0.274
18.163397,0.0190,0.0323,-0.2329,0.236
18.164511,0.0387,0.0238,-0.2002,0.205
18.168347,0.0250,0.0086,-0.1179,0.121
18.179572,0.0210,0.0057,-0.0482,0.053
18.180334,0.0145,-0.0041,0.0304,0.034
18.184473,-0.0061,0.0549,0.1559,0.165
18.190587,-0.0125,0.0396,0.2518,0.255
18.194256,-0.0404,0.0358,0.3090,0.314
18.200516,-0.0471,0.0148,0.3373,0.341
18.205705,-0.0495,-0.0115,0.3606,0.364
18.209998,-0.0001,-0.0002,0.3316,0.332
18.215601,0.0034,-0.0134,0.2530,0.253
18.220062,0.0256,-0.0412,0.1774,0.184
18.223448,0.0096,-0.0239,0.0883,0.092
18.228528,0.0079,-0.0018,0.0284,0.029
18.232508,0.0231,0.0060,-0.0715,0.075
18.240093,0.0244,0.0118,-0.1087,0.112
18.243075,0.0427,0.0037,-0.1363,0.143
18.250049,0.0376,0.0008,-0.1399,0.145
18.253787,0.0520,-0.0182,-0.1435,0.154
18.258315,0.0572,0.0178,-0.1756,0.186
18.264534,0.0555,-0.0173,-0.2217,0.229
18.268529,0.0659,-0.0257,-0.2176,0.229
18.279343,0.0952,-0.0456,-0.1590,0.191
18.280140,0.1027,-0.0201,-0.1554,0.187
18.286357,0.0649,-0.0351,-0.1162,0.138
18.289035,0.0128,-0.0380,-0.0560,0.069
18.293581,-0.0009,-0.0433,-0.0129,0.045
18.298293,-0.0242,-0.0201,0.0014,0.031
18.303931,0.0168,-0.0497,0.0630,0.082
18.309447,0.0714,-0.0461,0.0839,0.119
18.311563,0.0944,-0.0667,0.0475,0.125
18.318264,-0.0039,-0.0492,0.0139,0.051
18.322256,-0.0681,-0.0152,-0.0123,0.071
18.327111,-0.0580,-0.0146,0.0020,0.060
18.332898,-0.0167,-0.0496,0.0091,0.053
18.336945,-0.0062,-0.0486,-0.0124,0.051
18.342641,-0.0268,-0.0284,-0.0005,0.039
18.347761,-0.0352,-0.0319,-0.0054,0.048
18.351984,-0.0265,-0.0210,-0.0150,0.037
18.363201,-0.0337,0.0284,-0.0032,0.044
18.364212,-0.0567,0.0089,-0.0556,0.080
18.371993,-0.0220,-0.0052,-0.0579,0.062
18.372611,-0.0513,0.0453,-0.0031,0.068
18.379169,-0.0684,0.0550,0.0678,0.111
18.382877,-0.0950,0.0547,0.1215,0.164
18.390101,-0.0580,0.0421,0.2009,0.213
18.391162,-0.0646,0.0337,0.1895,0.203
18.397332,-0.0909,0.0604,0.2021,0.230
18.401699,-0.0799,0.0554,0.2478,0.266
18.406286,-0.0414,0.0615,0.2481,0.259
18.412100,-0.0107,0.0410,0.1535,0.159
18.417627,-0.0350,0.0203,0.0550,0.068
18.421175,-0.0377,0.0115,-0.0380,0.055
18.426061,-0.0287,-0.0112,-0.0684,0.075
18.432792,-0.0197,0.0093,-0.1010,0.103
18.435308,-0.0297,0.0206,-0.1690,0.173
18.441109,-0.0107,0.0061,-0.1889,0.189
18.449944,-0.0177,0.0135,-0.1565,0.158
18.452424,0.0252,0.0378,-0.1481,0.155
18.456572,0.0346,0.0313,-0.1350,0.143
18.461784,0.0371,0.0369,-0.1387,0.148
18.465913,-0.0083,0.0616,-0.0260,0.067
18.479687,-0.0251,0.0478,0.0241,0.059
18.480711,-0.0230,0.0242,0.0762,0.083
18.481247,-0.0163,0.0384,0.1017,0.110
18.487548,-0.0098,0.0045,0.1009,0.101
18.496602,-0.0013,-0.0080,0.0527,0.053
18.497566,0.0212,-0.0158,-0.0521,0.058
18.499815,0.0340,-0.0092,-0.0563,0.066
18.506697,0.0466,-0.0169,-0.0819,0.096
18.509919,0.0496,-0.0290,-0.0787,0.097
18.516248,0.0716,-0.0289,-0.0851,0.115
18.520620,0.0391,-0.0404,-0.0700,0.090
18.525427,0.0308,-0.0303,-0.0480,0.065
18.530537,0.0491,-0.0104,0.0070,0.051
18.534367,0.0225,-0.0215,0.0188,0.036
18.541481,0.0532,-0.0113,0.0542,0.077
18.544985,0.0385,-0.0225,0.0490,0.066
18.548705,0.0169,-0.0218,0.0344,0.044
18.565821,0.0073,-0.0117,0.0435,0.046
18.566576,0.0072,-0.0231,0.0432,0.049
18.566973,-0.0049,-0.0013,0.0452,0.045
18.580107,-0.0239,0.0106,0.0496,0.056
18.580882,-0.0215,-0.0322,0.0397,0.055
18.581332,-0.0096,-0.0106,0.0346,0.037
18.582389,-0.0238,-0.0320,-0.0084,0.041
18.588811,-0.0022,-0.0222,0.0083,0.024
18.594219,0.0286,-0.0053,-0.0250,0.038
18.599528,0.0091,-0.0217,-0.0319,0.040
18.604086,-0.0007,0.0074,-0.0245,0.026
18.607993,0.0134,0.0102,-0.0172,0.024
18.613083,-0.0201,0.0132,-0.0099,0.026
18.618377,-0.0082,0.0210,0.0234,0.032
18.623638,0.0083,0.0143,0.0374,0.041
18.628331,0.0081,-0.0020,0.0822,0.083
18.632973,0.0007,0.0218,0.0887,0.091
18.638566,-0.0021,-0.0096,0.1093,0.110
18.643736,-0.0147,0.0015,0.1180,0.119
18.647069,-0.0254,0.0002,0.0839,0.088
18.668357,-0.0078,-0.0179,0.0406,0.045
18.669506,0.0048,0.0045,-0.0236,0.025
18.670062,0.0197,0.0244,-0.0684,0.075
18.670569,0.0300,0.0326,-0.1271,0.135
18.672198,0.0336,0.0198,-0.1378,0.143
18.677508,0.0375,-0.0043,-0.1722,0.176
18.682620,0.0490,-0.0204,-0.1993,0.206
18.687407,0.0039,-0.0167,-0.1929,0.194
18.692229,0.0355,0.0232,-0.1700,0.175
18.697804,0.0172,0.0227,-0.1497,0.152
18.704868,-0.0200,0.0225,-0.0750,0.081
18.709198,-0.0142,-0.0038,-0.0080,0.017
18.711725,-0.0157,0.0151,0.0465,0.051
18.717306,-0.0147,-0.0090,0.0793,0.081
18.721136,-0.0518,-0.0071,0.0738,0.090
18.726694,-0.0224,-0.0268,0.1348,0.139
18.735238,0.0206,-0.0420,0.1788,0.185
18.737206,-0.0108,-0.0102,0.1939,0.194
18.743914,-0.0092,-0.0029,0.2090,0.209
18.746684,-0.0553,-0.0126,0.1622,0.172
18.751551,-0.0468,-0.0179,0.1159,0.126
18.756085,-0.0147,-0.0257,0.0794,0.085
18.761965,0.0003,-0.0194,0.0124,0.023
18.793029,-0.0015,0.0084,-0.0350,0.036
18.794710,0.0090,0.0123,-0.0916,0.093
18.795990,-0.0042,0.0212,-0.1049,0.107
18.796934,-0.0004,0.0160,-0.0921,0.094
18.798051,0.0061,0.0135,-0.1056,0.107
18.798645,0.0057,0.0090,-0.1165,0.117
18.799243,0.0270,0.0191,-0.1061,0.111
18.806019,0.0437,0.0007,-0.1005,0.110
18.806956,0.0201,0.0205,-0.0665,0.072
18.811735,0.0417,0.0403,-0.0256,0.063
18.817271,0.0392,0.0361,-0.0017,0.053
18.820129,0.0175,0.0460,0.0244,0.055
18.824675,0.0290,0.0176,0.0432,0.055
18.829429,0.0259,0.0107,0.0761,0.081
18.835725,0.0250,0.0225,0.0779,0.085
18.839156,0.0240,0.0269,0.1011,0.107
18.846223,0.0112,0.0025,0.0410,0.043
18.854182,0.0080,-0.0193,0.0051,0.021
18.855068,0.0025,-0.0621,-0.0471,0.078
18.861699,-0.0145,-0.0591,-0.1061,0.122
18.865699,-0.0000,-0.0628,-0.1456,0.159
18.870506,0.0029,-0.0491,-0.1302,0.139
18.875634,-0.0010,-0.0257,-0.0841,0.088
18.878970,0.0002,-0.0379,-0.0384,0.054
18.883893,-0.0082,-0.0096,0.0330,0.035
18.888941,-0.0238,0.0349,0.0872,0.097
18.894562,-0.0228,0.0217,0.1220,0.126
18.900193,-0.0481,0.0035,0.1494,0.157
18.903532,-0.0067,0.0347,0.1909,0.194
18.908932,0.0104,0.0367,0.1798,0.184
18.915741,0.0320,0.0429,0.1854,0.193
18.918961,0.0200,0.0537,0.1340,0.146
18.924328,0.0032,0.0334,0.0949,0.101
18.928901,0.0221,0.0441,0.0205,0.053
18.934032,0.0240,0.0502,-0.0413,0.069
18.938681,0.0091,0.0136,-0.0315,0.035
18.942688,0.0060,0.0227,-0.0264,0.035
18.956383,0.0098,0.0271,-0.0356,0.046
18.957654,0.0042,-0.0110,-0.0352,0.037
18.959543,-0.0227,-0.0297,-0.0088,0.038
18.971241,-0.0423,-0.0434,-0.0395,0.072
18.972291,-0.0262,-0.0499,-0.0581,0.081
18.974968,-0.0126,-0.0421,-0.0481,0.065
18.978413,-0.0325,-0.0439,-0.0500,0.074
18.983072,-0.0047,-0.0481,-0.0447,0.066
18.989806,-0.0389,-0.0071,-0.0538,0.067
18.994075,-0.0705,0.0002,-0.0367,0.079
19.002321,-0.0661,0.0073,-0.0007,0.067
19.003489,-0.0687,-0.0166,0.0137,0.072
19.017486,-0.0379,-0.0190,0.0183,0.046
19.018693,0.0047,-0.0239,0.0135,0.028
19.019147,0.0189,-0.0051,-0.0294,0.035
19.051987,0.0403,-0.0053,-0.0695,0.081
19.053322,0.0119,0.0042,-0.1046,0.105
19.053983,0.0028,0.0424,-0.1227,0.130
19.054542,-0.0206,0.0332,-0.1004,0.108
19.055086,0.0037,0.0219,-0.0735,0.077
19.055637,0.0253,0.0228,-0.0349,0.049
19.056158,0.0181,0.0000,0.0176,0.025
19.073065,0.0371,0.0154,0.0221,0.046
19.073594,0.0368,0.0307,0.0979,0.109
19.074008,0.0341,0.0409,0.1279,0.139
19.074432,0.0360,0.0364,0.1387,0.148
19.077222,0.0140,0.0222,0.0996,0.103
19.083205,-0.0247,0.0222,0.0656,0.074
19.086577,-0.0397,0.0410,0.0390,0.069
19.091116,-0.0047,0.0002,0.0079,0.009
19.099337,0.0301,0.0192,-0.0277,0.045
19.100943,0.0648,0.0025,-0.0868,0.108
19.114066,0.0636,0.0004,-0.0718,0.096
19.114830,0.0599,0.0032,-0.0593,0.084
19.119194,0.0585,-0.0058,-0.0468,0.075
19.120569,0.0429,-0.0219,-0.0131,0.050
19.125427,0.0252,-0.0333,0.0108,0.043
19.130475,0.0219,-0.0446,0.0463,0.068
19.134898,0.0307,-0.0419,0.0769,0.093
19.139547,0.0204,-0.0775,0.0929,0.123
19.144525,0.0388,-0.0489,0.0945,0.113
19.149582,0.0073,-0.0421,0.0415,0.060
19.155438,-0.0024,-0.0592,0.0056,0.060
19.160568,-0.0120,-0.0239,0.0127,0.030
19.164814,-0.0025,0.0276,-0.0206,0.035
19.169722,0.0045,0.0266,-0.0394,0.048
19.174667,0.0019,0.0328,-0.0272,0.043
19.185306,0.0161,-0.0013,-0.0008,0.016
19.186555,0.0374,-0.0185,-0.0245,0.048
19.190394,0.0039,-0.0236,-0.0148,0.028
19.194237,0.0014,-0.0122,0.0067,0.014
19.198895,-0.0249,-0.0222,0.0138,0.036
19.203810,-0.0297,0.0177,0.0113,0.036
19.208593,-0.0177,-0.0187,0.0207,0.033
19.213846,-0.0436,-0.0024,0.0229,0.049
19.219158,-0.0049,-0.0360,-0.0010,0.036
19.224420,0.0171,-0.0335,-0.0438,0.058
19.230888,-0.0012,-0.0309,-0.0838,0.089
19.235440,-0.0051,-0.0091,-0.0737,0.074
19.240163,-0.0279,0.0151,-0.0993,0.104
19.244997,-0.0267,0.0251,-0.0914,0.099
19.248623,-0.0088,0.0186,-0.0884,0.091
19.255022,-0.0075,0.0004,-0.1068,0.107
19.259480,-0.0276,0.0133,-0.0894,0.094
19.262780,-0.0002,-0.0000,-0.0721,0.072
19.268366,-0.0493,0.0247,0.0163,0.057
19.273136,-0.0531,0.0110,0.0351,0.065
19.289498,-0.0453,0.0115,0.0870,0.099
19.290689,-0.0329,0.0258,0.1052,0.113
19.291223,-0.0207,-0.0030,0.1400,0.142
19.293079,0.0009,-0.0296,0.1222,0.126
19.299349,0.0056,-0.0183,0.1687,0.170
19.303394,-0.0110,-0.0121,0.1317,0.133
19.310788,-0.0367,-0.0299,0.0997,0.110
19.313244,-0.0357,-0.0214,0.0585,0.072
19.318458,-0.0225,-0.0270,-0.0109,0.037
19.323401,0.0003,-0.0134,-0.0536,0.055
19.327800,0.0398,-0.0043,-0.0842,0.093
19.335376,0.0220,0.0169,-0.1026,0.106
19.337516,0.0281,0.0240,-0.0900,0.097
19.343888,0.0175,0.0336,-0.1107,0.117
19.347566,-0.0122,0.0481,-0.0743,0.089
19.354429,-0.0063,0.0363,-0.0286,0.047
19.364952,-0.0006,0.0151,-0.0095,0.018
19.368502,0.0215,0.0079,0.0404,0.046
19.368900,0.0242,0.0078,0.0566,0.062
19.383159,0.0290,0.0334,0.0300,0.053
19.383963,-0.0069,0.0350,0.0559,0.066
19.384407,-0.0050,0.0269,0.0579,0.064
19.390062,-0.0082,0.0543,0.0693,0.088
19.393218,0.0359,0.0242,0.0855,0.096
19.397136,0.0344,-0.0152,0.0540,0.066
19.401965,0.0663,-0.0116,-0.0128,0.068
19.407493,0.0577,-0.0293,-0.0529,0.084
19.411355,0.0448,-0.0397,-0.0999,0.116
19.416697,0.0464,-0.0497,-0.0990,0.120
19.421990,0.0720,0.0072,-0.1029,0.126
19.431253,0.0503,-0.0098,-0.0736,0.090
19.431770,0.0267,-0.0192,-0.0588,0.067
19.436701,-0.0106,-0.0215,-0.0109,0.026
19.441946,-0.0165,-0.0309,-0.0227,0.042
19.447610,-0.0200,-0.0520,-0.0369,0.067
19.451192,-0.0114,-0.0682,-0.0248,0.073
19.455227,-0.0290,-0.0535,-0.0200,0.064
19.463407,-0.0300,-0.0033,-0.0175,0.035
19.465794,-0.0312,-0.0010,0.0182,0.036
19.470078,-0.0158,-0.0059,0.0204,0.026
19.478784,-0.0078,0.0226,0.0154,0.028
19.481181,0.0120,0.0079,0.0081,0.016
19.491209,0.0170,0.0029,0.0056,0.018
19.491921,0.0172,-0.0520,-0.0063,0.055
19.497897,-0.0089,-0.0473,-0.0253,0.054
19.500327,0.0459,-0.0521,-0.0298,0.076
19.504781,0.0170,-0.0118,-0.0319,0.038
19.512652,0.0215,0.0162,-0.0388,0.047
19.515068,0.0470,0.0131,-0.0408,0.064
19.520064,0.0221,0.0432,-0.0237,0.054
19.524934,-0.0218,0.0257,-0.0686,0.076
19.529086,0.0224,0.0014,-0.0631,0.067
19.534998,0.0449,0.0012,-0.0364,0.058
19.539748,0.0367,-0.0033,-0.0123,0.039
19.544100,0.0431,-0.0077,0.0187,0.048
19.550273,-0.0046,0.0381,0.0351,0.052
19.553622,0.0031,0.0172,0.0300,0.035
19.560737,-0.0031,0.0249,0.0653,0.070
19.566245,-0.0471,0.0207,0.1454,0.154
19.568910,-0.0882,0.0069,0.1227,0.151
19.573354,-0.0717,-0.0190,0.1073,0.130
19.579289,-0.0387,-0.0164,0.0992,0.108
19.584151,-0.0086,-0.0070,0.1410,0.141
19.590023,0.0186,-0.0051,0.1231,0.125
19.597193,0.0169,0.0060,0.0413,0.045
19.599521,-0.0063,0.0145,0.0124,0.020
19.607878,-0.0104,-0.0055,-0.0233,0.026
19.608934,0.0090,0.0081,-0.0326,0.035
19.616189,-0.0003,-0.0091,-0.0205,0.022
19.618495,0.0023,-0.0212,0.0177,0.028
19.624051,-0.0116,-0.0213,0.0056,0.025
19.629158,-0.0087,0.0285,0.0174,0.035
19.633237,-0.0035,0.0115,0.0339,0.036
19.638385,0.0018,0.0373,0.0169,0.041
19.642726,-0.0074,0.0510,-0.0188,0.055
19.649607,0.0072,0.0360,-0.0068,0.037
19.660624,-0.0000,0.0258,-0.0305,0.040
19.661920,0.0115,0.0394,-0.0611,0.074
19.664475,0.0156,0.0220,-0.1009,0.104
19.669301,0.0456,0.0333,-0.1142,0.127
19.679014,0.0610,-0.0005,-0.0728,0.095
19.679635,0.0501,0.0089,-0.0579,0.077
19.682914,0.0491,-0.0079,-0.0455,0.067
19.687316,0.0415,-0.0316,-0.0665,0.085
19.691824,0.0084,-0.0407,-0.0470,0.063
19.697172,-0.0004,-0.0425,-0.0110,0.044
19.702722,-0.0492,-0.0654,0.0127,0.083
19.707068,0.0024,-0.0691,0.0529,0.087
19.713033,0.0063,-0.0302,0.0974,0.102
19.717818,-0.0038,-0.0368,0.1107,0.117
19.722739,-0.0329,-0.0033,0.1168,0.121
19.727892,-0.0145,0.0249,0.1157,0.119
19.732747,-0.0512,0.0076,0.1052,0.117
19.737520,-0.0597,0.0473,0.0496,0.091
19.742437,-0.0589,0.0271,0.0421,0.077
19.746981,-0.0394,0.0260,0.0418,0.063
19.752004,-0.0154,0.0391,0.0225,0.048
19.756432,0.0367,0.0402,0.0389,0.067
19.762972,0.0170,0.0508,0.0173,0.056
19.767401,0.0093,0.0329,-0.0113,0.036
19.777815,-0.0362,0.0318,-0.0491,0.069
19.778857,-0.0312,0.0216,-0.0535,0.066
19.784546,-0.0307,0.0307,-0.0435,0.062
19.785749,-0.0109,0.0045,-0.0480,0.049
19.793870,0.0042,0.0095,-0.0358,0.037
19.796984,0.0146,-0.0044,-0.0450,0.048
19.801277,-0.0271,0.0031,-0.0139,0.031
19.807539,0.0145,-0.0085,-0.0234,0.029
19.812105,-0.0133,-0.0296,0.0076,0.033
19.816684,-0.0173,-0.0340,0.0051,0.038
19.821629,-0.0190,-0.0363,0.0264,0.049
19.825716,-0.0327,-0.0388,0.0215,0.055
19.831626,-0.0155,-0.0390,0.0165,0.045
19.836929,-0.0009,-0.0109,0.0045,0.012
19.840848,-0.0077,-0.0044,0.0211,0.023
19.845435,-0.0477,-0.0240,-0.0123,0.055
19.852941,-0.0351,-0.0219,-0.0241,0.048
19.855297,-0.0177,0.0042,-0.0619,0.065
19.860350,-0.0075,0.0042,-0.0662,0.067
19.865842,-0.0022,0.0304,-0.0467,0.056
19.874972,0.0339,0.0304,-0.0179,0.049
19.876266,0.0221,0.0517,0.0226,0.061
19.879238,0.0270,0.0393,0.0723,0.087
19.885429,0.0435,0.0386,0.1049,0.120
19.890925,0.0383,0.0377,0.1088,0.121
19.894767,0.0118,0.0293,0.0984,0.103
19.900298,0.0233,-0.0053,0.0715,0.075
19.905029,0.0086,0.0005,0.0188,0.021
19.909303,-0.0086,-0.0104,-0.0003,0.014
19.914733,0.0003,0.0191,-0.0264,0.033
19.919501,-0.0053,0.0129,-0.0260,0.030
19.923531,0.0387,0.0401,-0.0281,0.062
19.928422,0.0702,0.0291,-0.0159,0.078
19.936059,0.0588,0.0160,-0.0488,0.078
19.939214,0.0689,-0.0113,-0.0198,0.073
19.945052,0.0433,-0.0336,0.0113,0.056
19.948383,0.0272,-0.0319,0.0707,0.082
19.953858,0.0517,-0.0136,0.0987,0.112
19.959280,0.0213,-0.0454,0.1028,0.114
19.963454,0.0174,-0.0486,0.0736,0.090
19.974726,-0.0030,-0.0638,0.0660,0.092
19.975696,-0.0301,-0.0432,0.0014,0.053
19.983174,-0.0518,-0.0560,-0.0317,0.083
19.988628,-0.0328,-0.0330,-0.0290,0.055
19.989825,-0.0159,-0.0339,-0.0216,0.043
19.994181,0.0105,-0.0348,-0.0072,0.037
20.001635,-0.0035,-0.0094,-0.0095,0.014
20.004478,-0.0147,-0.0030,-0.0427,0.045
20.008101,-0.0162,0.0201,-0.0376,0.046
20.013672,0.0063,-0.0043,-0.0944,0.095
20.021022,0.0120,-0.0118,-0.0841,0.086
20.022536,0.0297,-0.0046,-0.0717,0.078
20.028473,0.0423,0.0145,-0.0236,0.051
20.035629,0.0117,0.0476,-0.0021,0.049
20.038643,0.0096,0.0471,0.0097,0.049
20.042182,0.0047,0.0489,0.0310,0.058
20.048434,-0.0195,0.0316,0.0094,0.038
20.053255,-0.0245,-0.0047,0.0070,0.026
20.057656,-0.0342,-0.0002,-0.0547,0.065
20.062228,-0.0056,-0.0029,-0.0234,0.024
20.076467,0.0228,-0.0150,-0.0042,0.028
20.077504,0.0274,-0.0009,-0.0065,0.028
20.089774,0.0132,-0.0010,-0.0112,0.017
20.091086,-0.0173,0.0110,-0.0302,0.036
20.091709,-0.0331,0.0160,-0.0371,0.052
20.092303,-0.0487,0.0118,-0.0345,0.061
20.096490,-0.0237,-0.0089,-0.0058,0.026
20.101297,-0.0441,-0.0127,0.0464,0.065
20.106700,-0.0169,0.0048,0.0839,0.086
20.111515,-0.0329,0.0267,0.1283,0.135
20.118848,-0.0252,0.0291,0.1699,0.174
20.122010,-0.0462,0.0051,0.1424,0.150
20.127667,-0.0434,0.0164,0.1697,0.176
20.134532,-0.0195,-0.0108,0.1351,0.137
20.135553,-0.0077,-0.0190,0.1126,0.114
20.140493,-0.0458,-0.0082,0.0429,0.063
20.150226,-0.0477,0.0076,-0.0429,0.065
20.151402,-0.0373,-0.0120,-0.0782,0.087
20.157154,-0.0146,-0.0194,-0.0562,0.061
20.160549,0.0129,-0.0098,-0.0084,0.018
20.171654,0.0046,-0.0333,-0.0036,0.034
20.172960,-0.0082,-0.0258,0.0224,0.035
20.176252,-0.0447,-0.0302,0.0743,0.092
20.181618,-0.0548,-0.0063,0.0736,0.092
20.188485,-0.0439,0.0029,0.1014,0.111
20.192125,-0.0456,0.0115,0.1243,0.133
20.197515,-0.0757,0.0221,0.0877,0.118
20.201969,-0.0253,-0.0010,0.1131,0.116
20.205618,-0.0258,0.0210,0.0553,0.065
20.210848,-0.0080,0.0187,0.0265,0.033
20.215963,-0.0262,0.0259,-0.0448,0.058
20.221234,0.0009,0.0306,-0.0703,0.077
