time,wx (rad/s),wy (rad/s),wz (rad/s)
103.457108,0.05,-0.10,0.10
103.460388,0.07,-0.11,0.10
103.461302,0.10,-0.12,0.10
103.465111,0.13,-0.13,0.10
103.467295,0.16,-0.14,0.10
103.469654,0.18,-0.15,0.11
103.471965,0.20,-0.16,0.11
103.474131,0.22,-0.18,0.11
103.476620,0.24,-0.19,0.11
103.478916,0.25,-0.20,0.11
103.482838,0.26,-0.21,0.10
103.486114,0.27,-0.21,0.10
103.487086,0.27,-0.21,0.10
103.489027,0.27,-0.21,0.09
103.491930,0.26,-0.20,0.09
103.494309,0.26,-0.18,0.08
103.496706,0.24,-0.17,0.07
103.499031,0.23,-0.16,0.07
103.502538,0.22,-0.15,0.06
103.504204,0.20,-0.14,0.05
103.507036,0.18,-0.12,0.05
103.510279,0.16,-0.11,0.04
103.512558,0.14,-0.10,0.04
103.514009,0.13,-0.08,0.03
103.516593,0.11,-0.07,0.03
103.523231,0.09,-0.06,0.02
103.524039,0.08,-0.05,0.02
103.524543,0.07,-0.04,0.01
103.525689,0.05,-0.02,0.01
103.528673,0.04,-0.01,0.01
103.530558,0.03,-0.01,0.01
103.534309,0.02,-0.00,0.01
103.542061,0.01,0.00,0.01
103.543273,0.01,0.00,0.01
103.543753,0.00,0.00,0.01
103.544143,-0.00,-0.00,0.02
103.545202,-0.00,-0.00,0.02
103.548743,-0.00,-0.00,0.02
103.568084,0.00,-0.01,0.02
103.569132,0.01,-0.01,0.02
103.569549,0.01,-0.02,0.02
103.569915,0.02,-0.03,0.02
103.570240,0.03,-0.04,0.03
103.570516,0.04,-0.05,0.03
103.570806,0.05,-0.07,0.03
103.571077,0.06,-0.08,0.03
103.571376,0.07,-0.09,0.04
103.574090,0.08,-0.11,0.04
103.576502,0.09,-0.12,0.04
103.577611,0.10,-0.12,0.04
103.580735,0.10,-0.13,0.04
103.583331,0.11,-0.13,0.04
103.585628,0.11,-0.14,0.04
103.588249,0.11,-0.14,0.04
103.590361,0.11,-0.14,0.04
103.592782,0.11,-0.14,0.04
103.595408,0.11,-0.14,0.04
103.597871,0.10,-0.14,0.04
103.599637,0.10,-0.13,0.03
103.603390,0.09,-0.13,0.03
103.604694,0.08,-0.12,0.03
103.607654,0.07,-0.11,0.03
103.610149,0.07,-0.10,0.02
103.612971,0.06,-0.09,0.02
103.614868,0.04,-0.07,0.02
103.616624,0.03,-0.05,0.01
103.623791,0.02,-0.03,0.01
103.625077,0.00,-0.02,0.00
103.625587,-0.01,0.00,-0.00
103.628602,-0.03,0.02,-0.01
103.629286,-0.04,0.03,-0.01
103.631805,-0.05,0.04,-0.01
103.649463,-0.07,0.05,-0.01
103.650268,-0.08,0.06,-0.01
103.650605,-0.08,0.07,-0.01
103.650916,-0.09,0.07,-0.01
103.651231,-0.09,0.08,-0.01
103.651539,-0.09,0.08,-0.01
103.651821,-0.09,0.09,-0.01
103.652103,-0.09,0.09,-0.01
103.655116,-0.08,0.08,-0.00
103.657709,-0.08,0.08,0.00
103.659962,-0.07,0.07,0.01
103.662059,-0.07,0.06,0.01
103.664546,-0.06,0.05,0.01
103.666452,-0.04,0.05,0.02
103.668650,-0.04,0.04,0.02
103.671376,-0.03,0.03,0.03
103.673912,-0.02,0.02,0.03
103.676541,-0.01,0.01,0.04
103.680499,0.00,0.00,0.04
103.682099,0.01,-0.01,0.05
103.683592,0.02,-0.01,0.05
103.686086,0.02,-0.02,0.06
103.688810,0.03,-0.03,0.06
103.691269,0.03,-0.04,0.06
103.694600,0.03,-0.05,0.06
103.695557,0.03,-0.06,0.06
103.698442,0.03,-0.06,0.06
103.701520,0.03,-0.07,0.06
103.703653,0.03,-0.07,0.06
103.705980,0.03,-0.07,0.06
103.708759,0.02,-0.06,0.06
103.710987,0.02,-0.06,0.05
103.713326,0.01,-0.05,0.05
103.715835,0.01,-0.05,0.05
103.718435,0.00,-0.05,0.05
103.721812,-0.01,-0.04,0.04
103.723115,-0.01,-0.04,0.04
103.726146,-0.02,-0.03,0.04
103.727911,-0.03,-0.03,0.03
103.731059,-0.03,-0.02,0.03
103.739443,-0.04,-0.02,0.03
103.740697,-0.04,-0.02,0.02
103.741285,-0.05,-0.02,0.02
103.741702,-0.05,-0.02,0.02
103.742659,-0.05,-0.02,0.02
103.747916,-0.05,-0.01,0.01
103.748822,-0.05,-0.01,0.01
103.762889,-0.04,-0.00,0.01
103.763896,-0.03,0.01,0.01
103.764366,-0.02,0.02,0.01
103.764767,-0.01,0.02,0.01
103.765087,0.00,0.03,0.02
103.765381,0.01,0.03,0.02
103.765666,0.02,0.03,0.02
103.770091,0.03,0.03,0.03
103.771198,0.05,0.03,0.03
103.772499,0.06,0.03,0.03
103.775477,0.07,0.03,0.04
103.777859,0.08,0.03,0.04
103.780383,0.09,0.02,0.04
103.786934,0.10,0.02,0.05
103.787896,0.10,0.02,0.05
103.788124,0.11,0.02,0.06
103.791408,0.12,0.02,0.07
103.791926,0.12,0.01,0.07
103.794087,0.13,0.01,0.08
103.797299,0.13,0.01,0.09
103.801401,0.13,0.01,0.09
103.802427,0.13,0.01,0.09
103.804985,0.13,0.01,0.10
103.806980,0.13,0.01,0.10
103.810205,0.12,0.01,0.10
103.811994,0.12,0.01,0.11
103.814708,0.11,0.01,0.11
103.817975,0.10,0.01,0.11
103.819262,0.09,0.00,0.11
103.822189,0.08,0.00,0.10
103.824918,0.07,0.00,0.10
103.826908,0.06,0.01,0.10
103.829438,0.05,0.01,0.10
103.832035,0.04,0.02,0.10
103.839739,0.03,0.03,0.10
103.840956,0.03,0.03,0.09
103.841393,0.02,0.03,0.09
103.841767,0.02,0.03,0.08
103.843899,0.02,0.04,0.08
103.847211,0.02,0.04,0.08
103.850880,0.02,0.04,0.07
103.851560,0.03,0.04,0.07
103.867655,0.03,0.03,0.06
103.868721,0.03,0.03,0.06
103.869137,0.03,0.03,0.05
103.869445,0.03,0.03,0.05
103.869734,0.03,0.03,0.05
103.869996,0.04,0.03,0.04
103.870243,0.04,0.03,0.04
103.871314,0.04,0.03,0.03
103.874341,0.04,0.03,0.03
103.876193,0.04,0.02,0.02
103.878321,0.04,0.02,0.02
103.881287,0.04,0.01,0.02
103.883383,0.04,0.00,0.02
103.885856,0.04,-0.00,0.02
103.888662,0.04,-0.01,0.01
103.890520,0.04,-0.02,0.01
103.893437,0.04,-0.03,0.01
103.896262,0.04,-0.04,0.01
103.900959,0.04,-0.05,0.01
103.902105,0.04,-0.06,0.01
103.903964,0.04,-0.07,0.01
103.905701,0.04,-0.08,0.01
103.907993,0.04,-0.08,0.01
103.911540,0.04,-0.08,0.01
103.912779,0.04,-0.08,0.01
103.915207,0.04,-0.08,0.01
103.917802,0.04,-0.08,0.01
103.920411,0.04,-0.07,0.01
103.923159,0.04,-0.06,0.00
103.925431,0.04,-0.05,0.00
103.927415,0.04,-0.05,0.00
103.930172,0.03,-0.04,0.00
103.939892,0.03,-0.02,0.00
103.945088,0.02,-0.01,-0.00
103.945692,0.01,-0.01,-0.00
103.946210,0.01,0.01,-0.00
103.946654,-0.00,0.01,-0.00
103.947082,-0.01,0.03,0.00
103.947475,-0.01,0.03,-0.00
103.966000,-0.02,0.04,-0.00
103.967044,-0.02,0.05,-0.00
103.967481,-0.03,0.06,0.00
103.967939,-0.03,0.06,-0.00
103.968437,-0.03,0.06,-0.00
103.968835,-0.03,0.07,-0.00
103.969218,-0.03,0.07,-0.00
103.969580,-0.03,0.06,-0.00
103.969958,-0.03,0.06,-0.00
103.972046,-0.04,0.06,-0.00
103.974368,-0.03,0.05,-0.00
103.977077,-0.03,0.05,-0.00
103.980127,-0.03,0.04,-0.00
103.984623,-0.03,0.04,-0.00
103.985945,-0.02,0.03,-0.00
103.986553,-0.02,0.03,-0.00
103.989293,-0.01,0.02,-0.00
103.992562,-0.01,0.02,-0.00
103.993723,-0.00,0.01,-0.01
103.997184,0.00,0.00,-0.01
103.998868,0.01,-0.01,-0.01
104.001895,0.01,-0.01,-0.01
104.004397,0.01,-0.02,-0.01
104.008719,0.01,-0.03,-0.01
104.009337,0.00,-0.03,-0.01
104.011914,0.00,-0.04,-0.01
104.014920,-0.00,-0.04,-0.01
104.022984,-0.01,-0.03,-0.01
104.024139,-0.02,-0.03,-0.01
104.024850,-0.02,-0.03,-0.01
104.025294,-0.03,-0.03,-0.01
104.026217,-0.04,-0.02,-0.02
104.031627,-0.04,-0.02,-0.02
104.032543,-0.05,-0.01,-0.02
104.045794,-0.06,-0.01,-0.03
104.046754,-0.07,0.01,-0.03
104.047156,-0.08,0.02,-0.03
104.047499,-0.08,0.03,-0.04
104.047817,-0.09,0.04,-0.04
104.048113,-0.09,0.05,-0.04
104.054478,-0.09,0.06,-0.04
104.055529,-0.09,0.07,-0.04
104.055924,-0.09,0.08,-0.04
104.056206,-0.08,0.08,-0.04
104.059088,-0.08,0.08,-0.04
104.061282,-0.08,0.08,-0.04
104.063744,-0.07,0.08,-0.04
104.065773,-0.06,0.08,-0.04
104.068748,-0.05,0.08,-0.03
104.070721,-0.05,0.07,-0.03
104.073861,-0.04,0.06,-0.02
104.075040,-0.03,0.05,-0.02
104.078323,-0.02,0.04,-0.02
104.080711,-0.01,0.03,-0.01
104.083446,-0.01,0.02,-0.01
104.085608,0.00,0.00,-0.01
104.088129,0.01,-0.01,0.00
104.090927,0.01,-0.02,0.00
104.093364,0.02,-0.03,0.01
104.095400,0.02,-0.04,0.02
104.101251,0.03,-0.05,0.02
104.102442,0.03,-0.06,0.03
104.102967,0.04,-0.07,0.03
104.105427,0.04,-0.07,0.03
104.107857,0.05,-0.08,0.03
104.110472,0.05,-0.09,0.04
104.112919,0.05,-0.10,0.04
104.114754,0.05,-0.10,0.04
104.119041,0.05,-0.10,0.03
104.120368,0.06,-0.11,0.04
104.121716,0.05,-0.11,0.03
104.124964,0.05,-0.11,0.03
104.127271,0.05,-0.11,0.03
104.130076,0.04,-0.11,0.03
104.138520,0.04,-0.10,0.03
104.139720,0.04,-0.10,0.02
104.140208,0.03,-0.09,0.02
104.140678,0.02,-0.08,0.02
104.144728,0.02,-0.07,0.02
104.145671,0.01,-0.06,0.01
104.146873,0.01,-0.04,0.01
104.164120,-0.00,-0.02,0.01
104.165362,-0.01,-0.01,0.01
104.165849,-0.02,0.01,0.01
104.166220,-0.02,0.02,0.00
104.166522,-0.03,0.04,0.00
104.168114,-0.04,0.05,0.00
104.169014,-0.05,0.06,-0.00
104.169371,-0.05,0.07,-0.00
104.169621,-0.06,0.08,0.00
104.171243,-0.06,0.09,0.00
104.174895,-0.07,0.09,0.00
104.177124,-0.07,0.09,0.00
104.180188,-0.07,0.09,0.00
104.182664,-0.07,0.09,0.00
104.183730,-0.07,0.09,0.00
104.187030,-0.07,0.08,0.01
104.189583,-0.06,0.07,0.01
104.190937,-0.05,0.06,0.01
104.193972,-0.04,0.05,0.02
104.196415,-0.04,0.04,0.02
104.199509,-0.03,0.03,0.02
104.201162,-0.02,0.01,0.02
104.203451,-0.01,-0.00,0.02
104.206534,-0.00,-0.01,0.02
104.208499,0.00,-0.02,0.02
104.210787,0.01,-0.03,0.02
104.213539,0.01,-0.04,0.02
104.217578,0.01,-0.05,0.02
104.218922,0.01,-0.05,0.02
104.220761,0.01,-0.06,0.02
104.223951,0.00,-0.06,0.02
104.226063,-0.00,-0.06,0.01
104.228054,-0.01,-0.06,0.02
104.230945,-0.02,-0.05,0.01
104.238770,-0.02,-0.04,0.01
104.240241,-0.03,-0.04,0.01
104.240801,-0.04,-0.03,0.01
104.241195,-0.04,-0.03,0.01
104.246215,-0.05,-0.02,0.01
104.247073,-0.06,-0.02,0.00
104.264260,-0.06,-0.01,0.00
104.265371,-0.07,-0.01,0.00
104.265831,-0.07,-0.01,0.00
104.266173,-0.08,-0.00,0.01
104.266500,-0.08,0.01,0.01
104.266809,-0.08,0.01,0.01
104.267091,-0.08,0.02,0.01
104.267377,-0.09,0.02,0.01
104.267686,-0.09,0.03,0.01
104.270895,-0.09,0.04,0.01
104.273976,-0.09,0.04,0.01
104.276250,-0.09,0.05,0.01
104.277085,-0.09,0.05,0.01
104.280640,-0.09,0.06,0.01
104.285241,-0.08,0.06,0.00
104.288208,-0.08,0.06,0.00
104.288922,-0.08,0.07,0.00
104.289388,-0.07,0.07,-0.00
104.292865,-0.07,0.07,-0.00
104.294927,-0.06,0.07,-0.00
104.297294,-0.06,0.07,-0.00
104.300670,-0.05,0.06,0.00
104.302587,-0.04,0.05,0.00
104.304262,-0.04,0.05,0.00
104.307377,-0.04,0.04,0.00
104.309595,-0.03,0.04,0.00
104.313628,-0.03,0.04,0.00
104.316122,-0.02,0.04,0.01
104.317554,-0.02,0.03,0.01
104.319641,-0.01,0.03,0.01
104.322415,-0.00,0.02,0.01
104.324852,0.00,0.01,0.01
104.327207,0.01,0.01,0.01
104.329669,0.01,-0.00,0.01
104.337259,0.01,-0.01,0.01
104.338558,0.02,-0.01,0.01
104.339064,0.02,-0.02,0.01
104.339446,0.02,-0.02,0.01
104.344731,0.02,-0.02,0.01
104.345600,0.02,-0.02,0.01
104.346142,0.02,-0.02,0.01
104.362101,0.01,-0.01,0.02
104.363238,0.01,-0.01,0.01
104.363720,0.01,-0.01,0.01
104.364139,0.00,-0.01,0.01
104.364629,0.00,0.00,0.01
104.365056,-0.01,0.01,0.00
104.365464,-0.01,0.02,0.00
104.365823,-0.02,0.03,0.00
104.369198,-0.02,0.04,0.00
104.371580,-0.03,0.04,0.00
104.374330,-0.04,0.05,0.00
104.376996,-0.04,0.06,0.01
104.379831,-0.05,0.07,0.01
104.380676,-0.05,0.08,0.01
104.384645,-0.05,0.09,0.01
104.386023,-0.06,0.09,0.01
104.389337,-0.06,0.10,0.01
104.391987,-0.06,0.11,0.01
104.393646,-0.06,0.11,0.01
104.396027,-0.06,0.12,0.01
104.399753,-0.06,0.12,0.01
104.401149,-0.05,0.13,0.02
104.404039,-0.05,0.13,0.01
104.405573,-0.04,0.13,0.02
104.409182,-0.04,0.12,0.01
104.411253,-0.03,0.12,0.02
104.413097,-0.03,0.11,0.02
104.415641,-0.02,0.10,0.02
104.419850,-0.01,0.09,0.02
104.420715,-0.00,0.08,0.02
104.423887,0.00,0.07,0.02
104.425622,0.01,0.06,0.02
104.428024,0.02,0.05,0.01
104.432160,0.02,0.04,0.01
104.433627,0.03,0.03,0.01
104.437960,0.04,0.02,0.00
104.438682,0.04,0.02,-0.00
104.440606,0.04,0.01,-0.00
104.442270,0.05,0.01,-0.01
104.446340,0.05,0.00,-0.01
104.454165,0.05,0.01,-0.01
104.455366,0.05,0.01,-0.02
104.455857,0.05,0.01,-0.02
104.456237,0.05,0.02,-0.03
104.460829,0.04,0.03,-0.03
104.461668,0.04,0.03,-0.04
104.462074,0.04,0.04,-0.04
104.480767,0.03,0.05,-0.04
104.481709,0.03,0.05,-0.04
104.482066,0.02,0.06,-0.04
104.482404,0.02,0.06,-0.05
104.482708,0.01,0.06,-0.04
104.482994,0.01,0.06,-0.04
104.483268,0.01,0.06,-0.04
104.483708,0.01,0.06,-0.04
104.485298,0.01,0.07,-0.04
104.486621,0.01,0.07,-0.04
104.490017,0.01,0.08,-0.04
104.492590,0.02,0.08,-0.04
104.495359,0.03,0.09,-0.03
104.498649,0.03,0.09,-0.03
104.499687,0.04,0.09,-0.03
104.502451,0.04,0.09,-0.03
104.504101,0.04,0.09,-0.03
104.506645,0.05,0.08,-0.03
104.510655,0.04,0.08,-0.02
104.512525,0.04,0.08,-0.02
104.515519,0.04,0.07,-0.02
104.517867,0.04,0.07,-0.02
104.520429,0.04,0.06,-0.02
104.524096,0.04,0.06,-0.02
104.524970,0.03,0.06,-0.01
104.527283,0.03,0.06,-0.01
104.529366,0.02,0.06,-0.01
104.532040,0.02,0.05,-0.01
104.534067,0.02,0.05,-0.01
104.537106,0.01,0.05,-0.01
104.539668,0.01,0.05,-0.01
104.541711,0.00,0.05,-0.01
104.544359,-0.00,0.05,-0.01
104.546232,-0.01,0.05,-0.02
104.550492,-0.01,0.05,-0.02
104.551211,-0.02,0.05,-0.02
104.553636,-0.02,0.05,-0.03
104.556820,-0.02,0.05,-0.03
104.558985,-0.03,0.05,-0.04
104.561175,-0.03,0.05,-0.04
104.564970,-0.03,0.05,-0.05
104.565784,-0.03,0.05,-0.05
104.567935,-0.03,0.05,-0.06
104.570676,-0.03,0.06,-0.06
104.573228,-0.02,0.06,-0.06
104.575816,-0.02,0.06,-0.07
104.579362,-0.01,0.07,-0.07
104.581547,-0.01,0.07,-0.07
104.583557,0.00,0.08,-0.07
104.585324,0.01,0.08,-0.07
104.587762,0.02,0.08,-0.07
104.590604,0.02,0.09,-0.07
104.592847,0.03,0.09,-0.07
104.596137,0.03,0.09,-0.07
104.599684,0.04,0.09,-0.06
104.601192,0.04,0.09,-0.06
104.602062,0.04,0.09,-0.06
104.605664,0.04,0.08,-0.05
104.607651,0.04,0.08,-0.05
104.610353,0.03,0.08,-0.04
104.614801,0.03,0.08,-0.04
104.618811,0.03,0.08,-0.04
104.619558,0.03,0.09,-0.04
104.620054,0.02,0.10,-0.04
104.621848,0.02,0.10,-0.04
104.625349,0.01,0.11,-0.04
104.626821,0.01,0.11,-0.04
104.629330,0.00,0.12,-0.04
104.632782,-0.01,0.12,-0.04
104.637563,-0.01,0.12,-0.04
104.638289,-0.01,0.12,-0.04
104.639502,-0.02,0.12,-0.04
104.642451,-0.02,0.12,-0.04
104.645214,-0.02,0.12,-0.04
104.652527,-0.02,0.13,-0.04
104.653784,-0.02,0.13,-0.04
104.654266,-0.02,0.13,-0.04
104.654659,-0.02,0.13,-0.04
104.659061,-0.03,0.14,-0.04
104.663281,-0.03,0.15,-0.04
104.664049,-0.03,0.15,-0.04
104.664673,-0.03,0.16,-0.04
104.671363,-0.03,0.17,-0.04
104.672599,-0.03,0.18,-0.04
104.673085,-0.03,0.18,-0.03
104.674604,-0.03,0.19,-0.03
104.677564,-0.03,0.20,-0.03
104.680770,-0.03,0.21,-0.03
104.681844,-0.03,0.21,-0.03
104.684957,-0.03,0.22,-0.02
104.686716,-0.03,0.22,-0.02
104.689851,-0.03,0.23,-0.02
104.692710,-0.03,0.23,-0.02
104.695193,-0.03,0.23,-0.02
104.695938,-0.03,0.23,-0.02
104.699466,-0.03,0.23,-0.02
104.702457,-0.03,0.22,-0.02
104.703344,-0.03,0.21,-0.02
104.706898,-0.03,0.21,-0.02
104.709566,-0.02,0.21,-0.02
104.711541,-0.01,0.20,-0.02
104.714152,-0.01,0.20,-0.01
104.716638,-0.00,0.19,-0.02
104.718417,0.00,0.19,-0.02
104.721705,0.01,0.19,-0.02
104.723619,0.01,0.19,-0.02
104.726360,0.02,0.20,-0.03
104.730788,0.03,0.20,-0.03
104.731983,0.04,0.20,-0.03
104.733659,0.05,0.21,-0.04
104.736265,0.06,0.21,-0.04
104.739057,0.07,0.21,-0.05
104.740692,0.07,0.22,-0.05
104.743752,0.08,0.22,-0.06
104.751845,0.08,0.22,-0.06
104.753305,0.08,0.22,-0.06
104.753817,0.08,0.21,-0.06
104.754205,0.08,0.21,-0.06
104.756740,0.07,0.21,-0.06
104.759149,0.07,0.21,-0.06
104.763093,0.07,0.20,-0.06
104.763944,0.06,0.20,-0.06
104.770085,0.06,0.21,-0.06
104.771126,0.06,0.21,-0.06
104.771539,0.06,0.21,-0.06
104.773814,0.06,0.22,-0.06
104.775832,0.07,0.22,-0.05
104.778081,0.07,0.23,-0.05
104.782269,0.07,0.23,-0.05
104.784708,0.08,0.24,-0.05
104.785606,0.08,0.25,-0.04
104.788464,0.08,0.25,-0.04
104.790155,0.09,0.26,-0.04
104.794433,0.09,0.27,-0.04
104.797256,0.09,0.27,-0.03
104.798276,0.09,0.28,-0.03
104.799994,0.09,0.28,-0.03
104.802359,0.09,0.29,-0.02
104.805141,0.09,0.29,-0.02
104.808389,0.09,0.30,-0.02
104.810012,0.09,0.30,-0.01
104.814575,0.09,0.31,-0.01
104.815701,0.09,0.31,-0.01
104.817201,0.09,0.32,-0.00
104.820252,0.08,0.32,0.00
104.822184,0.07,0.32,0.00
104.824523,0.07,0.32,0.00
104.827567,0.06,0.31,0.00
104.835897,0.06,0.31,0.01
104.837651,0.05,0.30,0.01
104.838244,0.05,0.30,0.01
104.838630,0.06,0.29,0.01
104.842897,0.06,0.29,0.01
104.843595,0.07,0.28,0.01
104.843998,0.07,0.28,0.01
104.847832,0.08,0.27,0.01
104.855366,0.09,0.26,0.02
104.856723,0.11,0.25,0.02
104.858878,0.12,0.24,0.02
104.859612,0.14,0.22,0.02
104.859953,0.15,0.21,0.02
104.862242,0.17,0.20,0.03
104.866306,0.18,0.18,0.03
104.867563,0.20,0.17,0.03
104.868242,0.21,0.15,0.04
104.872914,0.22,0.14,0.04
104.873844,0.23,0.12,0.04
104.878791,0.24,0.10,0.05
104.879759,0.25,0.07,0.05
104.882543,0.26,0.05,0.05
104.884859,0.27,0.03,0.05
104.885824,0.28,-0.00,0.05
104.889034,0.29,-0.03,0.05
104.891468,0.29,-0.05,0.04
104.894051,0.30,-0.08,0.04
104.896771,0.31,-0.11,0.04
104.899985,0.31,-0.14,0.03
104.900676,0.32,-0.16,0.03
104.904167,0.32,-0.19,0.03
104.906696,0.33,-0.22,0.02
104.909104,0.34,-0.26,0.02
104.910970,0.35,-0.30,0.02
104.913617,0.36,-0.44,0.01
104.916005,0.37,-0.59,0.01
104.918614,0.39,-0.67,0.00
104.921516,0.42,-0.71,-0.00
104.922899,0.44,-0.73,-0.01
104.926730,0.47,-0.71,-0.01
104.928506,0.50,-0.66,-0.01
104.931236,0.52,-0.61,-0.00
104.934972,0.54,-0.54,0.01
104.935765,0.56,-0.49,0.02
104.939594,0.57,-0.45,0.04
104.940435,0.58,-0.43,0.06
104.942535,0.60,-0.43,0.08
104.951673,0.63,-0.43,0.10
104.952929,0.67,-0.43,0.13
104.953362,0.71,-0.43,0.15
104.953747,0.76,-0.43,0.17
104.955496,0.82,-0.43,0.19
104.957659,0.88,-0.44,0.21
104.960690,0.93,-0.45,0.23
104.985878,1.00,-0.47,0.26
104.987132,1.05,-0.49,0.29
104.987681,1.12,-0.51,0.32
104.988188,1.18,-0.55,0.36
104.988756,1.25,-0.59,0.40
104.989480,1.31,-0.63,0.44
104.989957,1.38,-0.69,0.48
104.990401,1.45,-0.75,0.53
104.990824,1.52,-0.82,0.57
104.991269,1.60,-0.89,0.62
104.991645,1.67,-0.97,0.66
104.991899,1.73,-1.05,0.70
104.992169,1.79,-1.14,0.74
104.997688,1.84,-1.23,0.78
104.999365,1.90,-1.33,0.81
104.999775,1.94,-1.42,0.83
105.005167,1.97,-1.52,0.85
105.005726,2.00,-1.62,0.87
105.007738,2.03,-1.73,0.88
105.010219,2.05,-1.84,0.89
105.012192,2.08,-1.97,0.90
105.014577,2.10,-2.09,0.91
105.016888,2.13,-2.22,0.92
105.019269,2.16,-2.35,0.92
105.021976,2.19,-2.48,0.93
105.023401,2.22,-2.61,0.94
105.025953,2.25,-2.75,0.95
105.028922,2.29,-2.89,0.95
105.030871,2.32,-3.04,0.95
105.033977,2.35,-3.19,0.95
105.036675,2.37,-3.34,0.95
105.039246,2.40,-3.49,0.95
105.042002,2.43,-3.64,0.94
105.050347,2.46,-3.79,0.93
105.051495,2.50,-3.94,0.93
105.051988,2.55,-4.08,0.93
105.052437,2.60,-4.22,0.94
105.053194,2.67,-4.35,0.95
105.057043,2.74,-4.49,0.97
105.059064,2.81,-4.62,0.99
105.076835,2.89,-4.76,1.01
105.078306,2.96,-4.89,1.04
105.078957,3.04,-5.03,1.08
105.079475,3.12,-5.16,1.12
105.079925,3.20,-5.30,1.16
105.080528,3.27,-5.42,1.21
105.081015,3.34,-5.55,1.27
105.081462,3.41,-5.68,1.33
105.082204,3.47,-5.80,1.40
105.083513,3.53,-5.91,1.47
105.086576,3.58,-6.01,1.55
105.088874,3.63,-6.11,1.63
105.091952,3.67,-6.20,1.72
105.095106,3.71,-6.28,1.81
105.096392,3.74,-6.35,1.90
105.098675,3.76,-6.41,2.00
105.100614,3.77,-6.46,2.10
105.103694,3.78,-6.50,2.20
105.105636,3.77,-6.54,2.29
105.109617,3.76,-6.57,2.39
105.110460,3.74,-6.58,2.48
105.114385,3.71,-6.58,2.57
105.116275,3.67,-6.57,2.65
105.118043,3.63,-6.55,2.74
105.121254,3.59,-6.52,2.82
105.122975,3.54,-6.48,2.90
105.125522,3.49,-6.43,2.97
105.132946,3.43,-6.37,3.05
105.134201,3.38,-6.31,3.12
105.134706,3.32,-6.25,3.19
105.135348,3.27,-6.19,3.26
105.143066,3.22,-6.13,3.32
105.144079,3.16,-6.08,3.38
105.144710,3.11,-6.04,3.44
105.154819,3.05,-5.99,3.49
105.156015,3.00,-5.95,3.55
105.156745,2.95,-5.91,3.59
105.157147,2.89,-5.87,3.64
105.157578,2.85,-5.83,3.68
105.157943,2.80,-5.80,3.72
105.160871,2.76,-5.78,3.75
105.161689,2.72,-5.76,3.78
105.164606,2.69,-5.75,3.82
105.167195,2.66,-5.74,3.85
105.170459,2.63,-5.74,3.88
105.172872,2.62,-5.74,3.93
105.175642,2.60,-5.75,3.97
105.178390,2.58,-5.76,4.02
105.179362,2.56,-5.77,4.07
105.182527,2.54,-5.78,4.12
105.185002,2.51,-5.78,4.16
105.187034,2.48,-5.79,4.20
105.190179,2.46,-5.79,4.24
105.193676,2.43,-5.78,4.27
105.194801,2.41,-5.77,4.30
105.198030,2.39,-5.76,4.33
105.199140,2.38,-5.75,4.36
105.201851,2.36,-5.74,4.39
105.204073,2.35,-5.73,4.41
105.206969,2.35,-5.73,4.44
105.209485,2.35,-5.73,4.46
105.212778,2.35,-5.73,4.48
105.213920,2.36,-5.73,4.50
105.217399,2.37,-5.73,4.52
105.219888,2.38,-5.71,4.54
105.221793,2.39,-5.69,4.56
105.224595,2.40,-5.66,4.59
105.227028,2.40,-5.63,4.61
105.229580,2.40,-5.59,4.63
105.231872,2.39,-5.54,4.65
105.233986,2.38,-5.49,4.66
105.236559,2.36,-5.43,4.67
105.238941,2.34,-5.36,4.68
105.240841,2.33,-5.27,4.69
105.248708,2.31,-5.19,4.69
105.250150,2.30,-5.10,4.70
105.250630,2.28,-5.01,4.70
105.251065,2.28,-4.93,4.71
105.256738,2.27,-4.83,4.72
105.257477,2.26,-4.73,4.74
105.268466,2.25,-4.62,4.75
105.269616,2.24,-4.51,4.77
105.270089,2.21,-4.38,4.79
105.270540,2.17,-4.25,4.80
105.271015,2.13,-4.10,4.82
105.271671,2.07,-3.93,4.82
105.273386,2.00,-3.75,4.83
105.276245,1.92,-3.57,4.83
105.280509,1.82,-3.38,4.83
105.281228,1.72,-3.18,4.82
105.284647,1.61,-2.99,4.81
105.285523,1.49,-2.79,4.80
105.289042,1.37,-2.60,4.79
105.292549,1.24,-2.41,4.78
105.293966,1.10,-2.23,4.76
105.297632,0.97,-2.05,4.74
105.298457,0.83,-1.89,4.71
105.301170,0.71,-1.73,4.68
105.303099,0.59,-1.59,4.64
105.305573,0.48,-1.45,4.61
105.309003,0.38,-1.34,4.57
105.310786,0.29,-1.24,4.53
105.313717,0.21,-1.16,4.49
105.317269,0.14,-1.10,4.45
105.317970,0.08,-1.05,4.41
105.320504,0.04,-1.03,4.37
105.322301,0.01,-1.01,4.33
105.325570,-0.01,-1.00,4.29
105.328264,-0.01,-1.01,4.25
105.329890,-0.01,-1.03,4.21
105.333274,0.00,-1.06,4.19
105.335314,0.01,-1.09,4.16
105.338119,0.02,-1.14,4.13
105.347538,0.03,-1.20,4.10
105.348862,0.04,-1.25,4.08
105.349431,0.04,-1.31,4.05
105.349840,0.03,-1.36,4.03
105.350224,0.04,-1.41,4.00
105.352640,0.04,-1.45,3.97
105.355890,0.05,-1.48,3.94
